loss,mae,mse,val_loss,val_mae,val_mse,lr
0.060795560479164124,0.17978887259960175,0.06079557165503502,0.014054187573492527,0.10243137180805206,0.014054187573492527,0.001
0.014833426102995872,0.09949568659067154,0.014833426102995872,0.01475715171545744,0.10900165885686874,0.01475715171545744,0.001
0.013628055341541767,0.09483171999454498,0.013628057204186916,0.009754659608006477,0.08123411983251572,0.009754659608006477,0.001
0.011009326204657555,0.08438124507665634,0.011009326204657555,0.00761681143194437,0.07045481353998184,0.00761681143194437,0.001
0.009768983349204063,0.07918098568916321,0.009768983349204063,0.007035419344902039,0.06935519725084305,0.007035419810563326,0.001
0.008700456470251083,0.07453170418739319,0.008700456470251083,0.006359688937664032,0.061417482793331146,0.006359689403325319,0.001
0.007937203161418438,0.07063135504722595,0.007937204092741013,0.005700231995433569,0.060411542654037476,0.005700232461094856,0.001
0.006861877627670765,0.065287284553051,0.006861876230686903,0.0037189072463661432,0.04947689175605774,0.0037189072463661432,0.001
0.006156632211059332,0.06191209331154823,0.006156632676720619,0.004526978358626366,0.05199916288256645,0.004526977892965078,0.001
0.0067513613030314445,0.0639902651309967,0.006751362234354019,0.00340009736828506,0.04760637879371643,0.00340009736828506,0.001
0.005295028444379568,0.05697936564683914,0.005295028444379568,0.0048501151613891125,0.05536124110221863,0.0048501156270504,0.001
0.005098136141896248,0.05569060891866684,0.005098136141896248,0.004214123357087374,0.05337171256542206,0.004214123822748661,0.001
0.005551038775593042,0.058009073138237,0.005551038775593042,0.002812066115438938,0.042714301496744156,0.0028120665811002254,0.001
0.004312686622142792,0.05115671828389168,0.004312686622142792,0.00208128709346056,0.0365620031952858,0.002081286860629916,0.001
0.0040517207235097885,0.04976138472557068,0.004051721654832363,0.0023475654888898134,0.04007455334067345,0.0023475652560591698,0.001
0.004110437352210283,0.049435388296842575,0.004110436420887709,0.0022964314557611942,0.037625428289175034,0.0022964314557611942,0.001
0.003835631301626563,0.0482557974755764,0.0038356310687959194,0.0019330233335494995,0.035318344831466675,0.0019330233335494995,0.001
0.003937505651265383,0.04833021014928818,0.003937505651265383,0.0020398045890033245,0.03708262741565704,0.0020398045890033245,0.001
0.0037632493767887354,0.04760514944791794,0.0037632498424500227,0.0023432234302163124,0.03955146297812462,0.002343223663046956,0.001
0.0036834795027971268,0.046794962137937546,0.0036834802012890577,0.0017219696892425418,0.03377382829785347,0.0017219696892425418,0.001
0.0036223079077899456,0.04653726890683174,0.0036223079077899456,0.002032095566391945,0.03668268024921417,0.002032095566391945,0.001
0.0034114664886146784,0.045321956276893616,0.003411466721445322,0.0020300312899053097,0.03626463934779167,0.0020300312899053097,0.001
0.003708665259182453,0.04769941046833992,0.0037086650263518095,0.0035935165360569954,0.04706425964832306,0.0035935163032263517,0.001
0.0033782203681766987,0.04458415135741234,0.003378220135346055,0.0015426335157826543,0.032041020691394806,0.0015426335157826543,0.001
0.0031018948648124933,0.04276615008711815,0.003101895097643137,0.003178531304001808,0.04675443843007088,0.003178531304001808,0.001
0.0034105232916772366,0.045035719871520996,0.0034105228260159492,0.003868854371830821,0.05289321765303612,0.0038688541390001774,0.001
0.003262810641899705,0.0442114882171154,0.0032628108747303486,0.0017934574279934168,0.03416915610432625,0.0017934574279934168,0.001
0.003881979500874877,0.0486556738615036,0.0038819785695523024,0.0013716052053496242,0.029712989926338196,0.0013716050889343023,0.001
0.0034830463118851185,0.045962538570165634,0.003483046544715762,0.002895184326916933,0.04313666373491287,0.0028951845597475767,0.001
0.0032406633254140615,0.043913334608078,0.003240663092583418,0.001627469202503562,0.03232907876372337,0.001627469202503562,0.001
