loss,mae,mse,val_loss,val_mae,val_mse,lr
0.06418900191783905,0.19061610102653503,0.06418900936841965,0.01362673845142126,0.09144440293312073,0.01362673845142126,0.001
0.015240287408232689,0.10075441002845764,0.015240289270877838,0.010818768292665482,0.08083771914243698,0.010818769223988056,0.001
0.013267934322357178,0.0936666950583458,0.013267932459712029,0.013102281838655472,0.10237918049097061,0.013102281838655472,0.001
0.012211763300001621,0.08959728479385376,0.012211764231324196,0.009146004915237427,0.07364062964916229,0.009146003983914852,0.001
0.01021860633045435,0.08070919662714005,0.0102186044678092,0.00804880354553461,0.07399576902389526,0.00804880354553461,0.001
0.009911002591252327,0.07964830100536346,0.009911001659929752,0.008088726550340652,0.07548156380653381,0.008088725619018078,0.001
0.009275353513658047,0.07660326361656189,0.009275355376303196,0.006900558713823557,0.06332091242074966,0.006900559179484844,0.001
0.008294368162751198,0.07238519936800003,0.008294365368783474,0.005387994460761547,0.06056046858429909,0.005387994460761547,0.001
0.00659949891269207,0.06433657556772232,0.006599499844014645,0.005803760606795549,0.06304333359003067,0.005803760606795549,0.001
0.005998324602842331,0.06132127717137337,0.005998324602842331,0.004587136674672365,0.05457456037402153,0.004587136674672365,0.001
0.00574455875903368,0.059316739439964294,0.005744558293372393,0.0037907110527157784,0.04959705099463463,0.003790710587054491,0.001
0.005438970401883125,0.05772294104099274,0.005438969936221838,0.0029404996894299984,0.0441218726336956,0.0029404996894299984,0.001
0.004884360358119011,0.0543399415910244,0.004884358495473862,0.0023374580778181553,0.0396757572889328,0.002337458310648799,0.001
0.005229896400123835,0.05639372766017914,0.00522989546880126,0.002640131860971451,0.04096350073814392,0.002640131860971451,0.001
0.004700982011854649,0.053061723709106445,0.004700982477515936,0.0024927426129579544,0.03990801051259041,0.0024927426129579544,0.001
0.00433712312951684,0.05151449143886566,0.004337122198194265,0.0022413013502955437,0.03801985830068588,0.0022413013502955437,0.001
0.004104333464056253,0.0497409887611866,0.004104333464056253,0.0024839078541845083,0.04086993634700775,0.0024839076213538647,0.001
0.0035903623793274164,0.04642625153064728,0.003590361913666129,0.00226008053869009,0.03846249729394913,0.002260080771520734,0.001
0.0039149257354438305,0.04830428212881088,0.003914926666766405,0.001751706819050014,0.03397306427359581,0.0017517069354653358,0.001
0.003731353674083948,0.0470275841653347,0.003731353674083948,0.002058787504211068,0.03657599166035652,0.002058787504211068,0.001
0.0037649250589311123,0.04755765199661255,0.003764925291761756,0.002318412996828556,0.03929917886853218,0.002318412996828556,0.001
0.0035444111563265324,0.04601031541824341,0.003544411389157176,0.0017047264846041799,0.03340109437704086,0.0017047264846041799,0.001
0.003306402126327157,0.044314831495285034,0.003306402126327157,0.0020964806899428368,0.037089064717292786,0.0020964806899428368,0.001
0.00359702343121171,0.04653622955083847,0.00359702343121171,0.005144307389855385,0.058655016124248505,0.005144307855516672,0.001
0.0037939983885735273,0.047801725566387177,0.003793998621404171,0.0015903443563729525,0.03261543810367584,0.0015903442399576306,0.001
0.003290326800197363,0.04417746514081955,0.0032903265673667192,0.0018322488758713007,0.034528788179159164,0.0018322487594559789,0.001
0.0029924847185611725,0.04212254658341408,0.002992484951391816,0.001316974638029933,0.029534615576267242,0.001316974638029933,0.001
0.003092546947300434,0.04284670948982239,0.0030925471801310778,0.001781262457370758,0.03425266593694687,0.0017812626902014017,0.001
0.0033086661715060472,0.0446108877658844,0.0033086661715060472,0.002096817595884204,0.03747723624110222,0.0020968173630535603,0.001
0.0033756333868950605,0.04479850456118584,0.003375633852556348,0.0020084555726498365,0.03546403348445892,0.00200845580548048,0.001
0.0028946520760655403,0.041411105543375015,0.0028946518432348967,0.0012301220558583736,0.027771715074777603,0.0012301220558583736,0.001
0.003946421667933464,0.048255112022161484,0.003946421667933464,0.003321273485198617,0.04802584648132324,0.003321273485198617,0.001
0.0031247930601239204,0.04330012947320938,0.003124792827293277,0.0019595101475715637,0.03514869511127472,0.0019595101475715637,0.001
0.003005820792168379,0.04259393364191055,0.003005820559337735,0.0014373386511579156,0.030058829113841057,0.0014373385347425938,0.001
0.002937732730060816,0.04203786700963974,0.002937732730060816,0.0011157842818647623,0.027225522324442863,0.0011157842818647623,0.001
0.0028984404634684324,0.041493285447359085,0.0028984402306377888,0.0020151198841631413,0.03643051162362099,0.0020151196513324976,0.001
0.0033437362872064114,0.04507361352443695,0.0033437367528676987,0.0013120807707309723,0.029002968221902847,0.001312081003561616,0.001
0.002913103671744466,0.04206490144133568,0.0029131032060831785,0.000978754018433392,0.02529926784336567,0.000978754018433392,0.001
0.0031043582130223513,0.043062277138233185,0.003104358445852995,0.002039039973169565,0.03700002655386925,0.0020390397403389215,0.001
0.0033799447119235992,0.045233696699142456,0.0033799447119235992,0.0014241705648601055,0.02993662841618061,0.0014241706812754273,0.001
0.0026690319646149874,0.03982120379805565,0.002669032197445631,0.0012826633173972368,0.029185118153691292,0.0012826633173972368,0.001
0.0024929270148277283,0.038264259696006775,0.0024929274804890156,0.0029891724698245525,0.0462833009660244,0.0029891724698245525,0.001
0.0028530575800687075,0.041663043200969696,0.0028530575800687075,0.0014922430273145437,0.03167898207902908,0.001492242910899222,0.001
0.0028049994725733995,0.041023366153240204,0.002804999705404043,0.0011984981829300523,0.02818465791642666,0.001198498299345374,0.001
0.0025106880348175764,0.03835485503077507,0.0025106878019869328,0.0009493054822087288,0.024898841977119446,0.0009493054240010679,0.001
0.002500031376257539,0.03854842111468315,0.0025000320747494698,0.0013400097377598286,0.030202580615878105,0.0013400097377598286,0.001
0.0025328565388917923,0.039007484912872314,0.0025328563060611486,0.004236564971506596,0.056963078677654266,0.004236564971506596,0.001
0.0026441654190421104,0.039811667054891586,0.0026441654190421104,0.001142503460869193,0.028217587620019913,0.001142503577284515,0.001
0.0025373834650963545,0.039216555655002594,0.0025373834650963545,0.0017760135233402252,0.034019358456134796,0.0017760134069249034,0.001
0.002461244584992528,0.03812602162361145,0.0024612448178231716,0.0013401401229202747,0.03043941967189312,0.0013401401229202747,0.001
0.0026184385642409325,0.039681654423475266,0.0026184385642409325,0.0014654293190687895,0.03106122463941574,0.0014654294354841113,0.001
0.002326312707737088,0.03747294843196869,0.0023263124749064445,0.002263507805764675,0.038476333022117615,0.002263507805764675,0.001
0.0025517488829791546,0.038998108357191086,0.002551748650148511,0.002544799819588661,0.042254917323589325,0.002544799819588661,0.001
0.0024340928066521883,0.037950240075588226,0.002434092340990901,0.0021559104789048433,0.038130421191453934,0.002155910711735487,0.001
0.0028162202797830105,0.04116363078355789,0.002816220046952367,0.0022122319787740707,0.0382351353764534,0.0022122322116047144,0.001
0.0027004459407180548,0.0404881127178669,0.002700445707887411,0.001150180702097714,0.02734689973294735,0.001150180702097714,0.001
0.0026739342138171196,0.04056209698319435,0.0026739342138171196,0.0017527142772451043,0.032174963504076004,0.0017527141608297825,0.001
0.002297613536939025,0.03741435334086418,0.002297613536939025,0.0014896836364641786,0.030499529093503952,0.0014896835200488567,0.001
0.0022026863880455494,0.03600713238120079,0.0022026863880455494,0.0019385541090741754,0.03538031503558159,0.0019385541090741754,0.001
0.002139252843335271,0.0356159508228302,0.002139253308996558,0.0015495405532419682,0.03261822089552879,0.0015495405532419682,0.001
0.0023503436241298914,0.037634361535310745,0.0023503436241298914,0.003027563216164708,0.04639417305588722,0.003027563448995352,0.001
0.0024927423801273108,0.038539327681064606,0.002492742845788598,0.0011353050358593464,0.027326902374625206,0.0011353049194440246,0.001
0.0025769835337996483,0.03912471979856491,0.0025769835337996483,0.0014812248991802335,0.03106520138680935,0.0014812250155955553,0.001
0.002635427052155137,0.039849769324064255,0.0026354268193244934,0.0008581268484704196,0.02372405305504799,0.0008581268484704196,0.001
0.00219283951446414,0.03624549135565758,0.00219283951446414,0.0010285826865583658,0.026018375530838966,0.0010285826865583658,0.001
